Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,target
1,43,1,9070,1,1,125.0,38,37,8,131.7,1,0,1,1,0,20,3,6,6,4,12.75,0,12,12.66666667,0,12.4,0.5,1.79,0
2,39,2,9147,1,1,120.0,37,37,9,104.7,1,0,1,1,0,36,0,4,4,0,0.0,0,9,0.0,0,10.8,1.4,1.74,0
1,44,1,9130,1,39,150.0,5,1,2,150.0,1,0,1,1,0,19,1,6,13,5,11.6,0,12,11.0,0,13.9,-0.3,0.79,1
2,39,1,9085,1,19,110.0,37,37,90,110.0,0,0,0,1,0,29,0,5,5,0,0.0,0,5,0.0,0,12.7,3.7,-1.7,0
1,1,1,9670,1,1,120.0,1,1,9,129.1,1,0,1,1,0,18,0,6,6,4,11.25,0,10,10.33333333,0,10.8,1.4,1.74,0
1,39,1,9003,1,1,133.1,1,1,1,120.0,0,0,0,1,0,24,0,6,0,0,0.0,0,0,0.0,0,13.9,-0.3,0.79,0
1,1,1,9773,1,1,133.1,3,19,2,127.0,0,0,1,1,0,20,0,6,6,6,14.33333333,0,7,15.0,0,15.5,2.8,-4.06,2
2,39,1,8014,0,19,133.1,19,37,9,151.5,0,1,0,1,0,45,0,6,7,0,0.0,0,5,0.0,0,16.2,0.3,-0.92,0
1,43,2,9500,1,1,130.0,38,37,4,126.8,1,0,1,1,1,28,18,23,23,20,13.5,3,23,13.5,3,7.6,2.6,0.32,2
1,1,1,9254,1,1,160.0,19,38,9,140.8,1,0,1,1,0,23,0,6,8,6,12.66666667,0,10,12.2,0,7.6,2.6,0.32,1
1,1,1,9500,1,1,128.0,1,19,4,125.6,1,0,1,1,0,18,0,7,7,7,12.44428571,0,11,11.34714286,0,12.4,0.5,1.79,2
1,1,2,9147,1,1,140.0,19,19,9,127.8,1,0,1,1,0,23,0,5,7,3,10.66666667,1,7,11.33333333,0,9.4,-0.8,-3.12,0
1,43,1,171,1,1,120.0,3,3,2,120.0,1,0,1,1,0,22,0,0,0,0,0.0,0,0,0.0,0,7.6,2.6,0.32,1
1,1,1,9070,1,1,140.0,19,19,5,131.3,0,0,1,1,1,22,1,6,6,6,12.66666667,0,6,12.4,0,12.4,0.5,1.79,2
1,39,1,9991,0,12,120.0,37,38,5,155.7,0,0,1,1,0,33,0,5,5,5,13.2,0,6,14.83333333,0,10.8,1.4,1.74,2
1,53,1,9003,1,42,130.0,1,38,9,128.5,0,0,1,1,0,21,7,12,20,10,12.7,0,14,12.18181818,0,8.9,1.4,3.51,2
2,39,1,9147,1,1,100.0,37,37,9,170.0,0,0,1,1,0,45,0,5,6,5,14.83333333,0,5,14.8,0,15.5,2.8,-4.06,2
2,39,1,9003,1,1,133.1,37,37,9,100.0,0,0,0,1,0,44,4,10,10,4,11.5,0,8,12.0,0,15.5,2.8,-4.06,0
4,39,1,9670,1,1,110.0,19,19,90,107.2,0,0,1,1,0,42,0,6,0,0,0.0,0,0,0.0,0,12.7,3.7,-1.7,0
1,18,1,9147,1,1,147.0,19,1,9,139.3,1,0,1,1,0,20,0,5,0,0,0.0,0,0,0.0,0,12.4,0.5,1.79,0
1,17,6,9147,1,1,133.0,19,38,5,123.2,1,0,1,1,0,20,0,5,7,3,12.66666667,1,12,12.5,0,9.4,-0.8,-3.12,1
1,1,2,9254,1,1,137.0,1,38,2,122.3,1,0,1,1,1,20,0,6,7,6,14.71428571,0,6,12.5,0,8.9,1.4,3.51,2
1,17,2,9773,1,1,124.0,1,1,4,127.9,1,0,1,1,0,20,0,6,11,3,13.66666667,0,13,10.25,0,9.4,-0.8,-3.12,1
1,1,2,9147,1,1,128.0,1,1,9,120.3,0,0,1,1,0,19,0,5,9,5,10.8,0,13,13.5,0,8.9,1.4,3.51,1
1,51,1,8014,0,1,120.0,1,1,4,128.5,0,1,0,1,0,26,2,8,13,4,10.5,0,16,10.42857143,0,12.4,0.5,1.79,0
2,39,1,9003,1,1,133.1,37,37,8,150.0,0,0,1,1,0,31,0,6,10,6,15.0,0,11,12.5,0,13.9,-0.3,0.79,2
1,1,1,9773,1,1,142.0,1,19,9,136.1,0,1,1,1,1,19,0,6,6,6,12.66666667,0,6,14.0,0,16.2,0.3,-0.92,2
1,39,1,9773,1,19,100.0,37,37,0,128.0,1,0,1,1,0,28,0,6,7,6,13.16666667,0,6,13.66666667,0,7.6,2.6,0.32,2
1,1,1,171,1,1,149.0,19,37,9,158.1,1,0,1,1,1,20,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,2
2,1,2,8014,0,1,110.0,37,1,9,108.7,1,0,1,0,0,43,0,6,6,6,13.0,0,6,12.5,0,9.4,-0.8,-3.12,2
1,39,1,171,1,19,133.1,1,19,2,110.0,0,0,1,1,1,25,0,0,0,0,0.0,0,0,0.0,0,15.5,2.8,-4.06,0
1,39,1,9238,1,19,133.1,37,37,9,120.0,0,1,1,0,0,40,0,6,13,2,10.0,0,10,15.0,0,16.2,0.3,-0.92,0
1,44,1,9085,1,39,150.0,5,4,1,150.0,0,0,1,0,0,20,2,6,7,6,13.33333333,0,16,13.375,0,12.4,0.5,1.79,2
2,39,1,8014,0,12,133.1,37,37,9,113.0,0,0,1,0,0,46,0,6,13,3,12.33333333,0,6,13.33333333,0,11.1,0.6,2.02,2
1,51,1,33,1,1,121.0,19,37,5,118.6,0,0,1,0,0,26,14,21,23,20,13.18181818,0,18,11.64285714,0,8.9,1.4,3.51,2
2,39,1,9500,1,1,133.1,3,1,5,148.8,0,0,1,0,1,34,0,7,7,6,12.51333333,0,9,13.07142857,0,12.4,0.5,1.79,2
1,18,3,9853,1,1,122.0,38,37,9,120.3,1,0,1,0,0,19,0,6,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,0
1,1,6,9500,1,1,143.0,19,19,9,127.0,1,0,1,0,1,18,0,8,8,7,13.58571429,0,8,13.58571429,0,12.7,3.7,-1.7,2
1,1,1,9556,1,1,123.0,19,19,4,113.8,1,0,1,0,0,18,0,7,9,7,11.15555556,0,10,11.425,0,12.7,3.7,-1.7,2
1,39,1,8014,0,1,120.0,38,37,9,108.0,0,0,1,1,1,37,1,7,9,6,11.85714286,0,7,12.0,0,13.9,-0.3,0.79,2
1,17,1,171,1,1,114.0,19,38,9,129.1,0,0,1,1,1,23,0,0,0,0,0.0,0,0,0.0,0,9.4,-0.8,-3.12,2
1,43,1,9070,1,1,114.0,19,38,9,135.9,0,0,1,1,0,26,9,14,14,14,14.0,0,13,13.61538462,0,15.5,2.8,-4.06,2
1,10,2,9773,1,1,154.4,19,38,3,154.4,1,0,0,0,0,18,0,6,8,5,12.0,0,0,0.0,0,10.8,1.4,1.74,0
1,15,1,9500,1,1,190.0,3,2,122,190.0,1,0,1,0,0,18,0,7,15,4,11.575,0,10,12.42,0,12.4,0.5,1.79,1
1,17,4,9500,1,1,136.0,3,3,2,132.5,1,0,1,0,0,19,0,7,8,7,13.19857143,0,8,13.0625,0,11.1,0.6,2.02,2
1,10,2,9085,1,1,163.3,19,1,4,163.3,0,0,1,0,0,18,0,6,10,6,13.5,0,12,12.0,0,12.4,0.5,1.79,2
1,1,1,9670,1,1,126.0,1,3,4,122.5,1,0,1,0,0,19,0,6,6,6,13.33333333,0,8,12.8,0,8.9,1.4,3.51,0
1,17,4,9119,1,1,122.0,1,1,191,121.0,1,0,1,1,0,20,0,5,10,4,14.25,0,14,10.0,0,8.9,1.4,3.51,1
1,17,1,9070,1,1,137.0,1,1,1,131.8,0,0,1,0,1,22,0,6,7,6,12.16666667,0,9,12.0,0,9.4,-0.8,-3.12,2
1,1,3,9500,1,1,139.0,19,1,9,135.0,1,0,1,0,1,18,0,8,8,7,12.21428571,0,8,12.21428571,0,12.7,3.7,-1.7,2
1,17,1,9254,1,1,142.0,19,39,5,141.7,0,0,1,0,1,18,0,6,8,6,12.66666667,0,6,13.0,0,13.9,-0.3,0.79,2
1,1,3,9773,1,1,133.1,38,38,5,131.3,1,0,1,0,1,18,0,6,7,6,12.28571429,0,6,13.5,0,8.9,1.4,3.51,2
1,1,6,9254,1,1,126.0,38,37,5,123.9,1,0,1,0,1,18,0,6,7,6,13.0,0,6,13.0,0,12.4,0.5,1.79,2
1,1,2,9254,1,1,131.0,4,3,7,126.1,1,0,1,0,0,18,0,6,8,6,12.14285714,0,6,11.16666667,0,8.9,1.4,3.51,2
1,17,6,9500,1,1,131.0,1,19,7,126.5,1,0,1,0,1,19,0,7,8,7,13.87571429,0,9,13.08571429,0,11.1,0.6,2.02,2
1,17,1,9853,1,1,108.0,19,1,5,107.3,0,0,1,0,0,20,0,6,0,0,0.0,0,0,0.0,0,15.5,2.8,-4.06,0
1,17,4,9238,1,1,133.1,1,19,9,95.0,1,0,1,0,1,19,0,6,12,6,11.66666667,0,7,0.0,0,15.5,2.8,-4.06,0
1,1,2,9085,1,1,122.0,3,1,4,116.1,1,0,1,0,0,18,0,6,13,6,13.15384615,0,12,11.0,0,15.5,2.8,-4.06,2
1,1,4,9070,1,1,143.0,1,1,9,134.6,1,0,1,0,1,18,0,6,6,6,14.5,0,6,12.83333333,0,12.4,0.5,1.79,0
1,17,6,9500,1,1,135.0,19,19,7,128.0,1,0,1,0,1,18,0,7,7,7,14.44142857,0,8,13.65625,0,11.1,0.6,2.02,2
1,17,2,9773,1,1,148.0,3,38,2,144.2,1,0,1,0,0,18,0,6,6,6,15.16666667,0,7,14.28571429,0,12.4,0.5,1.79,2
1,17,1,9147,1,1,134.0,19,38,4,129.5,0,0,1,0,1,18,0,5,5,5,11.6,0,12,12.625,0,10.8,1.4,1.74,2
1,17,1,9773,1,1,122.0,1,1,4,116.8,1,1,1,0,0,18,0,6,6,6,11.66666667,0,6,12.33333333,0,16.2,0.3,-0.92,2
1,44,1,9003,1,39,160.0,37,38,9,160.0,0,0,1,0,1,20,0,6,8,6,12.625,0,10,13.2,0,16.2,0.3,-0.92,2
1,16,2,9238,1,1,126.0,38,37,3,127.1,1,0,1,0,1,19,0,6,14,3,12.66666667,0,7,11.0,0,9.4,-0.8,-3.12,2
1,17,1,9130,1,1,138.0,2,19,2,126.3,1,0,1,0,1,18,0,6,7,6,12.83333333,1,8,13.0,0,8.9,1.4,3.51,1
1,1,1,9238,1,1,115.0,38,38,8,112.9,1,0,1,0,1,19,0,6,7,6,11.85714286,0,8,13.14285714,0,12.4,0.5,1.79,2
1,17,2,9853,1,1,141.0,3,1,1,130.2,1,0,1,0,0,19,0,6,8,5,11.4,1,7,10.75,0,12.7,3.7,-1.7,1
1,43,1,9130,1,1,100.0,3,4,3,100.0,0,0,1,0,0,19,0,5,10,5,14.85714286,2,7,15.14285714,0,9.4,-0.8,-3.12,1
1,1,1,9670,1,1,130.0,19,19,7,121.6,0,0,1,0,0,19,0,6,7,6,14.71428571,0,6,15.83333333,0,12.4,0.5,1.79,2
1,15,1,9670,1,1,130.0,42,1,2,130.0,0,1,1,0,0,20,0,6,6,6,13.5,0,9,13.0,0,8.9,1.4,3.51,2
1,18,1,9130,1,1,135.0,38,19,9,121.7,1,0,1,0,1,18,0,5,7,4,11.5,0,5,12.4,0,10.8,1.4,1.74,2
1,7,1,9147,1,3,120.0,1,39,4,120.0,0,0,1,0,0,33,2,5,9,2,14.0,0,5,0.0,0,12.4,0.5,1.79,0
1,1,1,9853,1,1,148.0,19,19,4,143.5,0,0,1,0,1,19,0,7,8,6,12.83333333,0,6,0.0,0,13.9,-0.3,0.79,0
1,17,2,9556,1,1,136.0,1,1,9,128.3,0,0,1,0,1,18,0,7,7,7,13.42857143,0,8,14.75,0,15.5,2.8,-4.06,2
1,17,1,9070,1,1,108.0,19,1,4,111.9,0,0,1,0,0,19,0,6,0,0,0.0,0,0,0.0,0,8.9,1.4,3.51,0
1,44,1,9003,1,39,140.0,38,38,6,140.0,0,0,1,0,0,19,0,6,18,3,11.66666667,0,14,11.5,0,15.5,2.8,-4.06,1
1,1,3,9773,1,1,153.0,3,1,2,137.6,1,0,1,0,0,18,0,6,6,6,16.0,0,7,14.33333333,0,12.4,0.5,1.79,2
1,1,1,9238,1,1,135.0,19,19,9,135.0,1,0,1,0,0,20,0,6,6,6,13.83333333,0,6,11.83333333,0,10.8,1.4,1.74,2
1,1,5,9500,1,1,146.0,19,37,7,133.8,1,0,1,0,0,19,0,8,9,8,13.2325,1,9,13.2325,1,9.4,-0.8,-3.12,2
1,1,2,9773,1,1,130.0,19,19,9,126.9,1,0,1,1,1,18,0,6,6,6,14.0,0,6,14.16666667,0,9.4,-0.8,-3.12,2
1,17,2,9254,1,1,113.0,1,2,5,106.7,1,1,1,1,1,19,0,6,14,2,10.0,0,6,0.0,0,13.9,-0.3,0.79,0
1,43,1,8014,0,1,145.7,37,37,9,145.7,1,0,1,0,0,25,8,16,16,15,13.33333333,0,13,12.27272727,0,13.9,-0.3,0.79,2
1,17,3,9070,1,1,145.0,3,3,4,153.1,1,0,1,0,1,20,0,6,6,6,12.5,0,6,14.33333333,0,12.7,3.7,-1.7,1
1,1,1,8014,0,1,126.0,38,37,5,118.7,0,0,1,0,0,19,0,6,6,6,12.5,0,6,11.5,0,12.7,3.7,-1.7,2
1,17,1,9991,0,1,160.0,34,34,0,161.8,1,1,1,1,0,33,0,5,8,2,10.5,0,5,0.0,0,7.6,2.6,0.32,0
1,18,4,9119,1,1,134.0,19,38,194,124.9,1,1,1,1,0,18,0,5,11,3,10.66666667,0,9,11.33333333,0,8.9,1.4,3.51,1
1,1,1,9119,1,1,163.0,19,37,5,150.8,1,0,1,1,0,18,0,5,9,4,10.5,0,11,10.5,3,7.6,2.6,0.32,1
1,15,1,9147,1,1,130.0,1,1,2,130.0,0,0,1,0,0,19,0,5,10,4,12.0,0,6,11.4,0,11.1,0.6,2.02,2
1,1,2,171,1,1,165.0,3,3,2,163.6,1,0,1,0,0,18,0,0,0,0,0.0,0,0,0.0,0,12.4,0.5,1.79,1
1,43,1,9147,1,1,142.0,38,19,141,115.0,0,0,1,0,0,19,0,5,11,5,11.5,0,9,10.66666667,0,13.9,-0.3,0.79,1
1,1,1,9773,1,1,156.0,19,1,5,136.8,1,0,1,0,0,18,0,6,6,6,14.0,0,6,13.5,0,11.1,0.6,2.02,0
1,17,5,9853,1,1,141.0,3,19,2,130.9,1,0,1,0,0,18,0,6,7,6,13.5,0,8,12.6,0,7.6,2.6,0.32,2
1,1,3,9500,1,1,143.0,19,37,7,127.0,1,0,1,0,0,18,0,8,8,8,13.07375,0,8,13.07375,0,9.4,-0.8,-3.12,2
2,39,1,9500,1,19,133.1,38,38,2,120.0,0,0,1,0,0,37,0,7,9,2,10.75,0,9,0.0,0,16.2,0.3,-0.92,0
1,1,1,9238,1,1,133.0,38,1,2,126.0,0,0,1,0,0,20,0,6,11,1,12.0,0,10,0.0,0,9.4,-0.8,-3.12,1
1,1,1,9254,1,1,172.0,37,37,5,153.8,1,0,1,0,1,20,0,6,6,6,14.0,0,6,13.33333333,0,10.8,1.4,1.74,2
1,15,1,9238,1,1,140.0,19,19,9,140.0,0,0,1,1,0,21,0,6,7,6,12.33333333,0,7,13.42857143,0,11.1,0.6,2.02,2
1,17,1,9500,1,1,142.0,38,1,5,136.6,0,0,1,0,1,18,0,7,7,7,13.46428571,0,9,14.78888889,0,12.4,0.5,1.79,2
1,39,1,8014,0,1,140.0,19,1,9,105.0,0,0,1,0,0,26,0,6,14,3,10.66666667,1,9,11.2,0,15.5,2.8,-4.06,1
1,39,1,9147,1,12,133.1,37,37,9,139.4,0,1,1,0,0,41,0,5,6,5,11.6,0,8,12.2,0,7.6,2.6,0.32,1
1,1,2,9773,1,1,148.0,19,1,3,140.0,1,0,1,0,1,18,0,6,6,6,13.66666667,0,6,14.66666667,0,16.2,0.3,-0.92,2
1,1,4,9500,1,1,137.0,19,37,9,130.8,0,1,1,0,0,18,0,8,9,8,14.4025,1,9,14.4025,1,9.4,-0.8,-3.12,2
1,1,1,9500,1,1,143.0,38,38,9,138.8,1,0,1,0,0,31,0,7,9,7,15.46875,0,8,16.3875,0,11.1,0.6,2.02,2
1,1,1,9238,1,1,133.1,1,1,4,110.0,0,1,1,0,0,23,0,6,8,6,12.625,0,6,14.16666667,0,12.7,3.7,-1.7,2
1,1,4,9500,1,1,138.0,37,19,9,127.8,1,0,1,0,0,19,0,7,7,6,14.98333333,0,7,14.98333333,0,7.6,2.6,0.32,2
1,16,3,9773,1,1,138.0,37,38,4,134.2,1,0,1,0,1,20,0,6,6,6,15.0,0,6,13.0,0,11.1,0.6,2.02,2
2,39,1,8014,0,1,150.0,37,37,7,143.0,0,0,1,0,0,40,5,9,9,9,15.88888889,0,7,14.14285714,0,12.7,3.7,-1.7,2
1,44,1,9085,1,39,120.0,37,37,9,120.0,1,1,1,0,0,32,0,6,14,4,11.5,0,14,11.0,0,16.2,0.3,-0.92,0
1,1,4,9254,1,1,110.0,37,37,9,113.2,1,0,1,0,0,24,0,6,14,2,10.5,0,11,10.0,0,10.8,1.4,1.74,0
1,17,4,9500,1,1,146.0,19,37,5,135.8,1,0,1,0,0,18,0,7,7,6,13.98333333,0,7,13.98333333,0,7.6,2.6,0.32,2
1,1,1,9238,1,1,148.0,37,37,9,143.5,0,0,1,0,0,18,0,6,6,6,13.0,0,6,12.83333333,0,10.8,1.4,1.74,2
1,1,1,9238,1,1,145.0,19,37,4,148.9,1,0,1,0,1,18,0,6,6,6,13.66666667,0,6,13.0,0,10.8,1.4,1.74,2
1,39,1,9003,1,1,133.1,38,38,4,115.6,1,0,0,0,0,27,0,6,8,0,0.0,0,8,0.0,0,15.5,2.8,-4.06,0
1,1,1,9147,1,1,160.0,38,37,9,159.3,0,0,1,0,0,18,0,5,5,5,14.4,0,5,15.4,0,7.6,2.6,0.32,2
1,39,1,9991,0,1,150.0,19,37,9,138.5,0,0,1,0,0,26,0,5,10,4,12.0,0,9,11.25,0,12.7,3.7,-1.7,1
1,1,1,9853,1,1,130.0,19,12,9,133.2,1,0,1,0,0,19,0,6,6,6,14.16666667,0,7,13.66666667,0,7.6,2.6,0.32,2
1,17,2,8014,0,1,120.0,37,34,0,117.6,1,0,1,0,0,19,0,6,8,5,12.2,0,7,12.0,0,7.6,2.6,0.32,2
1,18,2,9147,1,1,115.0,1,37,5,108.7,1,0,1,0,0,21,0,5,8,3,12.0,1,9,12.66666667,0,9.4,-0.8,-3.12,1
1,1,4,9147,1,1,133.1,1,19,4,106.0,1,0,1,0,0,24,0,5,11,2,10.5,0,14,11.0,0,12.7,3.7,-1.7,1
1,17,1,9853,1,1,120.0,37,37,9,122.6,0,0,1,0,0,20,0,6,8,3,12.33333333,0,11,10.5,0,12.7,3.7,-1.7,0
1,1,4,9853,1,1,134.0,19,1,5,127.4,1,0,1,0,0,18,0,6,7,5,12.2,0,7,12.2,0,10.8,1.4,1.74,1
1,39,1,9003,1,1,133.1,19,19,9,100.0,0,0,1,0,0,30,0,6,6,0,0.0,0,6,0.0,0,11.1,0.6,2.02,0
1,1,1,9853,1,1,133.1,19,37,9,95.0,1,1,0,0,0,22,0,7,10,6,11.5,0,8,13.16666667,0,11.1,0.6,2.02,1
1,7,1,9147,1,3,130.0,37,19,9,130.0,0,0,1,0,0,21,4,9,9,9,10.88888889,0,18,11.61538462,0,10.8,1.4,1.74,2
1,39,1,9556,1,1,120.0,19,19,4,122.8,0,0,1,0,0,26,0,7,12,6,12.16666667,0,8,11.675,0,13.9,-0.3,0.79,0
1,17,1,9147,1,1,115.0,19,19,7,115.0,1,0,1,0,0,23,0,5,7,2,10.0,1,9,12.0,0,9.4,-0.8,-3.12,1
1,17,1,9070,1,1,135.0,19,37,5,145.9,0,0,1,0,1,18,0,6,6,6,12.66666667,0,6,12.16666667,0,16.2,0.3,-0.92,2
1,1,1,9070,1,1,133.1,1,37,5,143.0,1,1,1,0,0,21,0,6,9,5,11.4,0,8,12.2,0,12.7,3.7,-1.7,0
1,43,1,171,1,1,145.0,19,38,9,100.0,0,0,1,0,1,18,0,0,0,0,0.0,0,0,0.0,0,13.9,-0.3,0.79,0
1,17,3,9085,1,1,130.0,19,37,5,121.3,1,0,1,0,0,21,0,5,14,2,13.0,2,8,12.0,1,9.4,-0.8,-3.12,1
1,17,3,9853,1,1,118.0,38,38,7,121.2,1,0,1,0,0,18,0,6,8,5,13.4,0,7,12.0,0,7.6,2.6,0.32,1
1,17,3,9853,1,1,138.0,37,37,5,125.1,1,0,1,0,1,19,0,6,6,6,13.5,0,8,12.8,0,12.7,3.7,-1.7,0
1,17,1,9254,1,1,122.0,1,1,4,112.9,1,0,1,0,0,22,0,6,14,4,12.25,0,11,11.33333333,0,7.6,2.6,0.32,1
1,1,3,9238,1,1,126.0,38,19,5,120.8,1,0,1,0,0,19,0,6,7,6,12.28571429,0,7,12.83333333,0,12.4,0.5,1.79,2
1,1,5,9085,1,1,121.0,38,37,9,114.0,1,0,0,0,0,19,0,5,12,0,0.0,4,8,0.0,1,9.4,-0.8,-3.12,0
1,17,1,9238,1,1,152.0,37,37,7,132.1,1,0,1,0,0,19,0,6,10,2,10.5,0,11,13.0,0,9.4,-0.8,-3.12,0
2,44,1,9085,1,39,160.0,37,37,192,160.0,0,0,1,0,0,27,0,5,12,3,14.0,2,8,12.0,1,9.4,-0.8,-3.12,2
1,10,1,9085,1,1,134.0,37,37,5,134.0,1,0,1,0,0,22,2,5,7,5,14.2,0,10,12.2,0,12.7,3.7,-1.7,2
1,1,1,9773,1,1,128.0,37,1,9,124.2,1,0,1,0,0,18,0,6,8,5,13.0,0,7,13.14285714,0,15.5,2.8,-4.06,0
1,17,4,9254,1,1,125.0,38,38,5,115.6,1,0,1,0,0,20,0,6,6,6,11.0,0,8,12.75,0,9.4,-0.8,-3.12,2
2,43,1,9991,0,1,130.0,37,37,9,128.2,0,0,1,0,0,34,3,8,9,3,11.0,0,7,10.0,0,9.4,-0.8,-3.12,0
1,17,2,9500,1,1,138.0,1,38,5,132.8,1,0,1,0,0,18,0,7,9,6,12.38571429,0,9,13.75555556,0,13.9,-0.3,0.79,2
1,17,2,9773,1,1,121.0,1,1,5,123.1,1,0,1,1,0,20,0,6,12,4,14.75,0,7,12.25,0,9.4,-0.8,-3.12,2
1,1,1,9130,1,1,134.0,1,19,5,125.6,1,0,1,0,0,20,0,5,6,5,16.16666667,0,6,15.83333333,0,12.7,3.7,-1.7,2
1,39,1,9991,0,1,130.0,1,38,4,115.0,0,0,1,1,0,25,0,5,7,0,0.0,0,8,0.0,0,16.2,0.3,-0.92,0
1,1,4,9119,1,1,126.0,3,19,2,123.6,1,0,1,1,0,18,0,5,6,5,12.4,0,9,13.0,0,8.9,1.4,3.51,0
1,1,1,9130,1,1,148.0,1,1,9,141.7,0,0,0,1,0,18,0,6,8,5,11.6,0,11,13.0,0,8.9,1.4,3.51,0
1,17,1,9853,1,1,160.0,19,38,5,139.0,1,0,1,0,1,18,0,6,8,5,12.2,0,13,0.0,0,9.4,-0.8,-3.12,0
1,17,1,9254,1,1,118.0,1,19,5,118.0,0,0,1,0,1,19,0,6,7,5,11.0,0,7,12.8,0,12.4,0.5,1.79,2
1,17,2,9853,1,1,150.0,38,19,5,142.0,1,0,1,0,1,19,0,6,8,6,12.33333333,0,7,12.4,0,10.8,1.4,1.74,0
1,44,1,9238,1,1,140.0,1,1,5,143.4,0,0,1,0,1,21,3,6,6,6,14.83333333,0,7,12.57142857,0,13.9,-0.3,0.79,2
1,42,1,9070,1,1,100.0,3,2,2,115.9,0,0,1,0,0,29,9,10,15,9,11.55555556,0,17,11.9,0,9.4,-0.8,-3.12,1
1,1,1,9070,1,1,110.0,1,37,9,105.1,1,0,1,0,1,20,0,6,6,6,12.0,0,6,11.83333333,0,12.4,0.5,1.79,2
1,51,1,8014,0,42,140.0,19,37,134,138.0,1,1,1,0,1,21,13,13,13,11,12.72727273,0,11,12.6,0,8.9,1.4,3.51,2
1,43,1,9991,0,1,133.1,37,37,9,114.7,0,0,1,0,0,34,2,2,2,2,10.5,0,1,11.0,0,10.8,1.4,1.74,0
1,1,4,9773,1,1,140.0,1,37,3,130.5,1,0,1,0,0,20,0,6,6,6,12.33333333,0,6,12.0,0,12.7,3.7,-1.7,2
1,39,1,9991,0,1,110.0,37,37,9,134.3,0,0,1,1,0,24,0,5,10,0,0.0,0,7,12.0,0,10.8,1.4,1.74,0
1,1,1,9500,1,1,148.0,1,1,4,137.5,0,0,1,1,0,18,0,7,7,7,14.84285714,0,9,14.38888889,0,16.2,0.3,-0.92,2
1,1,1,9500,1,1,137.0,1,19,4,125.3,0,0,1,1,0,19,0,7,7,7,12.2,0,7,12.2,0,7.6,2.6,0.32,1
1,1,1,9147,1,1,120.0,1,19,7,111.3,0,0,1,1,1,18,0,5,10,4,10.8,0,10,11.75,0,15.5,2.8,-4.06,1
1,39,9,9991,0,1,120.0,38,38,9,144.8,0,0,1,1,0,28,0,5,7,4,12.75,0,7,14.33333333,0,10.8,1.4,1.74,1
1,39,1,9991,0,1,130.0,1,1,9,152.1,0,0,1,1,0,28,0,5,13,2,11.0,0,12,12.0,0,11.1,0.6,2.02,0
1,17,1,9254,1,1,132.0,38,38,0,126.1,0,0,1,1,0,20,0,6,9,4,10.75,0,12,0.0,0,7.6,2.6,0.32,0
1,43,1,9500,1,1,130.0,1,1,7,136.0,1,0,1,1,0,22,0,8,9,8,12.55375,1,9,12.55375,1,9.4,-0.8,-3.12,2
1,1,4,9500,1,1,128.0,19,1,4,124.3,1,0,1,1,0,19,0,8,8,7,12.66571429,0,8,12.66571429,0,10.8,1.4,1.74,2
1,1,1,9670,1,1,132.0,1,19,7,129.9,1,0,1,1,0,20,0,6,10,6,12.71428571,0,8,13.0,0,12.4,0.5,1.79,1
1,39,2,9556,1,1,133.1,3,1,2,136.1,0,0,1,1,0,26,0,7,7,2,11.75,0,10,0.0,0,12.4,0.5,1.79,0
1,1,2,9254,1,1,120.0,37,37,9,115.1,1,0,0,1,0,21,0,6,11,3,11.0,0,14,0.0,0,9.4,-0.8,-3.12,0
1,16,2,171,1,1,145.0,3,3,2,143.6,1,0,1,1,0,18,0,0,0,0,0.0,0,0,0.0,0,12.4,0.5,1.79,2
1,17,1,9147,1,1,127.0,37,38,9,115.8,1,0,1,1,0,18,0,5,5,5,13.4,0,6,12.2,0,11.1,0.6,2.02,2
1,1,2,171,1,1,135.0,19,19,4,149.0,1,0,1,1,0,22,14,17,21,17,12.57894737,0,20,12.11764706,0,11.1,0.6,2.02,2
2,39,1,9119,1,19,133.1,37,37,9,100.0,0,0,1,1,0,36,0,5,0,0,0.0,0,0,0.0,0,16.2,0.3,-0.92,0
1,1,1,9773,1,1,125.0,38,38,9,133.4,1,0,1,1,1,20,0,6,8,6,12.0,0,8,11.5,0,13.9,-0.3,0.79,2
1,17,5,9670,1,1,127.0,3,4,2,122.8,0,0,1,1,0,20,0,6,6,3,12.33333333,0,9,0.0,0,10.8,1.4,1.74,0
1,39,1,9991,0,1,133.1,37,1,5,151.2,0,0,1,1,0,25,0,5,11,4,11.5,0,11,13.5,0,12.4,0.5,1.79,0
1,39,1,9003,1,1,150.0,37,19,6,137.0,0,0,1,1,0,35,1,6,7,5,12.8,0,11,13.83333333,0,15.5,2.8,-4.06,2
1,1,1,171,1,1,133.1,1,37,7,118.0,0,0,1,1,0,22,0,0,0,0,0.0,0,0,0.0,0,11.1,0.6,2.02,0
